restaurant_id,category,price
13480,Popular Combos,16.36
13480,Charburgers,8.99
13480,Signature Sandwiches,12.11
13480,Fresh Salads,11.86
13480,Sides,5.49
13480,Kids Favorites,7.86
13480,Frozen Treats,6.24
13480,Drinks,3.86
13480,Condiments,0.63
13484,Picked for you,6.25
13484,Hot Coffees,3.45
13484,Hot Teas,4.95
13484,Hot Drinks,3.65
13484,Frappuccino® Blended Beverages,5.45
13484,Cold Coffees,4.55
13484,Iced Teas,3.45
13484,Cold Drinks,5.45
13484,Hot Breakfast,5.45
13484,Bakery,2.65
13484,Lunch,7.95
13484,Snacks &amp; Sweets,2.85
13484,Oatmeal &amp; Yogurt,4.95
13488,Picked for you,12.5
13488,Pizza,12.5
13488,Pasta,18.0
13488,Other,18.0
13488,Desserts,7.5
13488,Drinks,3.25
13497,Picked for you,8.8
13497,Appetizers,4.4
13497,Signature Salads,7.7
13497,Shawarma Wraps ,6.6
13497,Dinners,14.5
13497,Beverages,2.2
13498,Picked for you,7.99
13498,Bundles,0.0
13498,Top Sellers,7.99
13498,Ben &amp; Jerry's,7.99
13498,Breyers,5.19
13498,Magnum,7.99
13498,Talenti,8.99
13506,Picked for you,11.44
13506,Menu,11.44
13506,Sides,2.86
13506,Drinks (Bebidas),6.0
13506,Specials (Especiales),10.5
13521,Picked for you,4.79
13521,Fresh Food,4.79
13521,Energy Drink &amp; Electrolytes,3.76
13521,Juice and Tea,1.91
13521,Soda,2.39
13521,Water,5.99
13521,Snacks,2.75
13521,Candy,2.87
13521,Ice Cream,3.71
13521,Bakery,2.39
13521,"Coffee
",2.39
13521,Grocery,2.63
13521,Medicine,2.99
13521,"Personal Care
",6.35
13521,Household,7.55
13521,Pet Care,1.67
13521,Frozen,3.59
13521,Milk,2.99
13522,Picked for you,12.15
13522,Family Meal,40.0
13522,Bowl,10.25
13522,Plate,12.15
13522,Bigger Plate,14.0
13522,Cub Meal,8.65
13522,A La Carte,0.0
13522,Appetizers,0.0
13522,Drinks,3.4
13522,Catering,20.0
13522,Requests,0.0
13536,Picked for you,5.61
13536,Featured Items,6.86
13536,Burger Combos,14.85
13536,Chicken Combos,13.98
13536,Late Night Munchies,10.25
13536,Breakfast Combos,11.74
13536,"Tacos, Fries &amp; Sides",4.99
13536,Shakes &amp; Desserts,6.86
13536,Drinks,4.11
13536,Burgers,8.24
13536,Chicken &amp; Salads,8.36
13536,Breakfast,7.11
13548,Picked for you,12.25
13548,Family Meal,40.0
13548,Bowl,10.4
13548,Plate,12.25
13548,Bigger Plate,14.15
13548,Cub Meal,8.75
13548,A La Carte,0.0
13548,Appetizers,0.0
13548,Drinks,2.75
13548,Catering,20.0
13548,Requests,0.0
13551,Picked for you,7.79
13551,Family Bucket Meals,37.91
13551,World Famous Buckets,40.31
13551,World Famous Chicken,11.15
13551,Big Box Meals,15.47
13551,Tenders &amp; Nuggets,40.31
13551,Fill Ups,9.47
13551,Bowls,7.79
13551,Signature Sandwiches,5.99
13551,Sides,4.19
13551,A la Carte,3.06
13551,Dessert,13.07
13551,Beverages,2.87
13551,Condiments,0.0
13551,Dipping Sauces,0.3
13563,Picked for you,10.65
13563,Entrees,10.65
13563,Lifestyle Bowls,13.8
13563,Sides,2.2
13563,Drinks,3.85
13565,Picked for you,5.45
13565,Hot Coffees,3.45
13565,Hot Teas,4.95
13565,Hot Drinks,3.65
13565,Frappuccino® Blended Beverages,5.45
13565,Cold Coffees,4.55
13565,Iced Teas,3.45
13565,Cold Drinks,5.45
13565,Hot Breakfast,5.45
13565,Bakery,2.65
13565,Lunch,7.75
13565,Snacks &amp; Sweets,2.85
13565,Oatmeal &amp; Yogurt,4.65
13567,Deals & Favorites,2.5
13567,Drinks,2.99
13567,Snacks,1.69
13567,Grocery,4.59
13567,Candy,4.59
13567,Household,4.79
13567,Fresh Food,1.79
13567,Ice Cream,2.5
13567,Personal Care,2.19
13573,Picked for you,4.36
13573,Featured Items,6.86
13573,Burger Combos,14.99
13573,Chicken Combos,13.11
13573,Late Night Munchies,10.25
13573,Breakfast Combos,8.99
13573,"Tacos, Fries &amp; Sides",4.99
13573,Shakes &amp; Desserts,6.24
13573,Drinks,2.99
13573,Burgers,9.36
13573,Chicken &amp; Salads,7.49
13573,Breakfast,5.61
13580,Picked for you,10.24
13580,BLIZZARD® Treats,5.11
13580,Burgers &amp; Sandwiches,7.67
13580,Combos,11.33
13580,Chicken Strip Baskets,10.36
13580,Classic Treats,4.87
13580,Drinks,3.16
13580,Salads,8.04
13580,Snacks &amp; Sides,8.04
13580,Kids' Meals,7.06
13584,Picked for you,17.0
13584,Build Your Own Poke Bowl,17.0
13584,Poke By the Pound,13.0
13584,Sides,1.5
13584,Drinks,3.0
13584,Desserts,7.0
13584,Sip + Spoon Milk Teas,5.0
13584,Sip + Spoon Fruit Teas,5.0
13584,Sip + Spoon Sea Salt Creama,5.5
13584,Sip + Spoon Specialty Drinks,6.0
13584,Sip + Spoon Smoothies,9.0
13584,Sip + Spoon DIY Boba Kit,25.0
13585,Picked for you,13.75
13585,Mains,16.0
13593,Picked for you,12.99
13593,Exclusive Cheetos® Flavors,8.49
13593,Wings &amp; Tenders,11.99
13593,Shareables &amp; Sides,3.99
13593,Extra Sauces,0.3
13593,Beverages,1.49
13626,Picked for you,14.1
13626,Breakfast Meals,8.1
13626,Breakfast Entrees,4.49
13626,Burgers for Breakfast,14.1
13626,Breakfast Beverages,2.24
13626,Breakfast Sides,2.24
13627,Picked for you,2.9
13627,Featured Items,4.6
13627,Hot Dogs,2.9
13627,Burgers,5.2
13627,Fries &amp; Snacks,3.45
13627,Sandwiches,4.25
13627,Southern Lemonades,3.35
13627,Drinks,2.55
13627,Tastee Freez,4.85
13627,Miscellaneous,5.75
13627,Condiments,0.0
13630,Most Popular,5.29
13630,Combo Meals,7.89
13630,Shareables,24.39
13630,Sweets &amp; Treats,3.49
13630,Happy Meal,3.99
13630,Condiments,0.0
13630,"Fries, Sides &amp; More",3.49
13630,McCafé,1.59
13630,McCafé Bakery,1.79
13630,Beverages,1.49
13630,Individual Items,5.29
13641,Picked for you,8.99
13641,Salads,14.99
13641,Mains,13.99
13641,Gyro Wraps,12.99
13641,Grilled Kebabs,15.99
13641,Saute Plate,14.49
13641,Bowls,11.99
13641,Desserts,3.99
13641,Side orders,6.99
13641,Appetizers,4.99
13641,Drinks,2.25
13642,Picked for you,12.49
13642,Mains,15.99
13642,Soup and Salad,12.79
13642,Side Orders,9.99
13644,Picked for you,13.85
13644,Appetizers,4.65
13644,Beverages,5.75
13644,Vietnamese Sandwich,9.25
13644,Side Orders,4.25
13644,From the Wok,17.85
13644,Pho Vietnamese Noodle Soup,13.85
13644,Bubble Tea,6.65
13644,Rice Plate,16.45
13644,Vermicelli Bowl,16.75
13645,Picked for you,11.49
13645,Donatos® Pizza,17.29
13645,Desserts,2.09
13645,Shakes,6.69
13645,Appetizers,11.49
13645,Salads,7.49
13645,Beverages,3.49
13651,Picked for you,14.95
13651,Breakfast Starters,2.75
13651,Breakfast Combinations,14.99
13651,Our Specialties,10.99
13651,Omelette Bar,9.99
13651,Griddle Favorites,10.99
13651,Appetizers,7.99
13651,Soups &amp; Salads,8.99
13651,Burgers,10.29
13651,Sandwiches &amp; More,13.99
13651,Entrees,16.95
13651,Favorites,13.99
13651,Breakfast Sides,5.99
13651,Desserts,5.29
13651,Breakfast Beverages,3.29
13652,Picked for you,12.0
13652,Appetizers,17.0
13652,Salad (Goi),10.0
13652,Sandwich (Bánh Mì),6.0
13652,Rice Soup / Congee (Cháo),11.0
13652,Noodle Soup (Pho),11.5
13652,Stir-fried Noodle (Mì Xào),12.0
13652,Daily Special,12.0
13652,Vermicelli Noodle (Bún),12.0
13652,Rice Dishes (Cöm),12.0
13652,Fried Rice (Cöm Chiên),12.0
13652,Udon and Hot Pot (bánh Canh &amp; Lâu),12.0
13652,Beverages and Desserts,5.0
13654,Picked for you,9.9
13654,Appetizer,4.3
13654,Hot Dishes,12.4
13654,Soup,4.3
13654,Rolls - Classics You Can Find Anywhere,9.9
13654,Rolls - Forever Sushi Unique Rolls,14.9
13654,Bar,4.9
13654,Nigiri,5.5
13654,Sashimi,9.3
13654,Gunkan,5.5
13654,Dessert,4.3
13656,Picked for you,19.5
13656,Family Style Dinners,48.0
13656,Appetizer,16.5
13656,Spicy Hot Dishes,16.5
13656,Soup,11.0
13656,Chow Mein,14.0
13656,Vegetarian,14.0
13656,Chefs Suggestions,16.5
13656,Combination Dinners,17.5
13656,Pork,14.5
13656,Chicken,14.5
13656,Seafood,16.0
13656,Beef,15.5
13656,Noodles,13.0
13656,Peapods,17.0
13656,Tofu,15.0
13656,Egg Foo Young,18.0
13656,Fried Rice,12.5
13656,Chow Yuk,15.0
13660,Picked for you,30.09
13660,Appetizers,10.79
13660,Steaks &amp; Ribs,21.59
13660,Chicken,19.19
13660,Pasta,18.39
13660,Seafood,20.79
13660,Handcrafted Burgers,15.59
13660,Sandwiches &amp; More,15.59
13660,Salads,15.59
13660,Irresist-A-Bowls,14.39
13660,Kids Menu,7.99
13660,2 for $25,30.09
13660,Non-Alcoholic Beverages,2.39
13660,Desserts,8.79
13660,Extras,1.19
13660,ToGo,0.0
13662,Picked for you,14.99
13662,Teriyaki,14.99
13662,Combinations,42.99
13662,Bowls,12.49
13662,Bento Specials,18.49
13662,Combo Bento Special,20.99
13662,Yakisoba,18.49
13662,Stir Fry,15.99
13662,Fried Rice,15.99
13662,Oriental Salad,15.99
13662,Chinese Food,17.99
13662,Appetizers,10.49
13662,Side Order,6.99
13662,Soups,4.49
13662,Daily Specials,18.99
13662,Special Combo,19.99
13662,Sauces,0.25
13662, Beverages,2.3
13673,Picked for you,9.99
13673,Bundles,0.0
13673,Pizzas,9.99
13673,Salads,9.99
13673,Beverages,3.89
13673,Sides,7.89
13673,Desserts,3.29
13673,Extras,0.0
13675,Picked for you,18.95
13675,Appetizers,12.95
13675,Soup,14.95
13675,Pho/Specialty Noodle Soup,15.95
13675,Noodles,17.5
13675,Rice Platters/Fried Rice ,16.95
13675,Curry ,16.95
13675,Entrees,18.95
13675,Dessert,10.0
13675,Side Order,3.0
13675,Beverages ,3.5
13675,Hot Tea,5.5
13676,Picked for you,10.99
13676,Mexican Dishes,13.65
13676,Kids Menu,7.85
13676,Desserts,6.49
13676,Side Orders,2.94
13676,Drinks,1.89
13681,Picked for you,18.6
13681,Appetizers,37.1
13681,Entrées,17.9
13681,Salads,31.4
13681,"Meat, Chicken, &amp; Fish",18.6
13681,Combinations,17.55
13681,Ice Cream,5.7
13681,Side Orders/Soups,6.4
13681,Bevarages,4.3
13681,Children's Menu,16.4
13681,Sauce,0.35
13684,Picked for you,18.95
13684,Appetizer,9.5
13684,Sushi Deluxe,99.99
13684,Sashimi,32.95
13684,Rolls,12.0
13684,Nigiri,6.5
13684,Sauce,1.25
13684,2 Roll Special,18.95
13688,Picked for you,5.99
13688,Featured,5.15
13688,Combos,9.59
13688,GROUPS,15.0
13688,Sauce Packets,0.0
13688,Specialties,5.15
13688,Tacos,2.03
13688,Burritos,2.39
13688,Quesadillas,6.47
13688,Nachos,6.95
13688,New Cravings Value Menu,1.55
13688,Sweets,1.67
13688,Sides,2.63
13688,Drinks,3.95
13688,Bowls,8.39
13688,Veggie Cravings,5.15
13719,Picked for you,10.15
13719,Entrees,10.15
13719,Lifestyle Bowls,13.3
13719,Sides,2.2
13719,Drinks,3.65
13721,Picked for you,7.89
13721,Donatos® Pizza,17.29
13721,Desserts,2.29
13721,Shakes,6.89
13721,Appetizers,11.49
13721,Salads,8.09
13721,Beverages,3.49
13722,Picked for you,10.5
13722,Classic Smoothies,8.25
13722,Plant-Based Smoothies,0.0
13722,Super Blend Smoothies,9.25
13722,Iced Beverages,0.0
13722,handwiches,4.75
13722,Egg Bake,4.75
13722,Bakery,3.25
13722,Bowls,10.5
13722,Merchandise,19.99
13722,Grab n' Go,3.75
13722,Fresh Juice n' Shots,9.5
13723,Picked for you,2.39
13723,Featured,5.15
13723,Combos,9.59
13723,GROUPS,15.0
13723,Sauce Packets,0.0
13723,Specialties,5.15
13723,Tacos,2.03
13723,Burritos,2.39
13723,Quesadillas,6.47
13723,Nachos,6.95
13723,New Cravings Value Menu,1.55
13723,Sweets,1.67
13723,Sides,2.63
13723,Drinks,3.95
13723,Bowls,8.39
13723,Veggie Cravings,5.15
13724,Picked for you,2.69
13724,Combos,10.21
13724,Feed The Fam Deals,17.63
13724,Hamburgers,7.51
13724,"Chicken, Nuggets &amp; More",8.1
13724,Fresh-Made Salads,8.57
13724,Fries &amp; Sides,2.69
13724,Beverages,3.04
13724,Frosty,2.22
13724,Bakery,1.87
13724,Wendy's Kids' Meal®,5.28
13724,Biggie Deals,1.87
13730,Picked for you,6.49
13730,Appetizers (Delivery),15.99
13730,Burgers (Delivery),15.99
13730,Chicken (Delivery),15.59
13730,Soup/Salad (Delivery),11.29
13730,Sandwiches (Delivery),15.29
13730,Entrees (Delivery),12.59
13730,Kids (Delivery),5.59
13730,Desserts (Delivery),6.49
13730,Gluten Free (Delivery),18.19
13730,Non-Alcoholic Beverages (Delivery),3.0
13744,Picked for you,15.5
13744,Appetizers,9.5
13744,Soup,14.5
13744,Salad,14.99
13744,Noodle Dish,15.5
13744,Fried Rice Dish,15.5
13744,Curry Dish,16.99
13744,Stir - Fried Dish,16.99
13744,Chef Recommended,18.99
13744,Side Orders,2.5
13744,Beverage,5.95
13744,Dessert,6.99
13747,Picked for you,17.95
13747,Appetizer,3.5
13747,Rice &amp; Noodles,16.95
13747,Soup,3.75
13747,Light and Vegetarian,16.95
13747,Poultry,17.95
13747,Pork,17.95
13747,Beef,18.95
13747,Seafood,18.95
13747,House Specialties,18.95
13747,Combination Dinner,21.95
13750,Picked for you,13.49
13750,Bento,17.49
13750,Beverages,2.19
13750,Bowl,10.99
13750,Bubble tea,5.99
13750,Chinese,14.99
13750,Combinations,13.99
13750,Fried Rice,13.99
13750,Joy Specials,13.99
13750,Korean,9.99
13750,Maki Rolls,8.49
13750,Seafood &amp; Chip,9.49
13750,Side Order,7.49
13750,Soup,3.49
13750,Teriyaki,15.49
13750,Yakisoba,12.99
13760,Picked for you,12.99
13760,Exclusive Cheetos® Flavors,8.49
13760,Wings &amp; Tenders,11.99
13760,Shareables &amp; Sides,3.99
13760,Extra Sauces,0.3
13760,Beverages,1.49
13764,Picked for you,14.1
13764,A La Carte (late),8.49
13764,Meals (late),14.1
13764,Sides,1.61
13764,Desserts,2.49
13764,Beverages,3.24
13764,King Jr. Meals (late),6.24
13765,Picked for you,12.49
13765,Cold Subs,11.61
13765,Hot Subs,13.74
13765,"Sides, Drinks, &amp; Desserts",2.49
13766,Five Guys Favorites,3.59
13766,Burgers,11.51
13766,Dogs,7.79
13766,Sandwiches,6.59
13766,Fries,5.27
13766,Drinks,2.99
13766,Milkshake,7.31
13767,Picked for you,7.69
13767,Gourmet Burgers,17.19
13767,Finest Burgers,18.39
13767,Donatos® Pizza - NEW!,15.19
13767,Tavern Burgers,10.39
13767,Appetizers,12.09
13767,Entrées,14.39
13767,Kids,7.49
13767,Salads,7.49
13767,Sandwiches &amp; More,17.29
13767,Desserts,9.79
13767,Beverages,5.79
13767,Add a Side,0.0
13770,Picked for you,3.99
13770,A La Carte Entrees,6.99
13770,Snacks and Sides,6.49
13770,Frozen Zone,4.99
13770,Slushes,4.49
13770,Limeades &amp; Lemonades,4.49
13770,Fountain Drinks,3.49
13770,Extra Sauce,0.5
13777,Picked for you,15.95
13777,Appetizers,7.95
13777,Soup,9.95
13777,Teriyaki (served on white rice with chow mein noodles),11.95
13777,Egg Foo Young,12.95
13777,Fried Rice,11.95
13777,Chow Mein,11.95
13777,Chef Specialties,16.95
13777,Beef,14.95
13777,Pork,12.95
13777,Vegetable,10.95
13777,Chicken,13.95
13777,Seafood,16.95
13777,Double Luck Combination,15.95
13777,Specialty Chicken Wings (8 pieces),13.95
13777,Noodle Soup,12.95
13777,Favorites (served with fries),10.95
13777,Sizzling Platter,17.95
13777,Beverages,3.95
13780,Picked for you,3.59
13780,Late Night,0.0
13780,Featured Selection,5.99
13780,Quick Picks,12.79
13780,Pizza,10.99
13780,Papadias,8.0
13780,Sides,5.99
13780,Desserts,6.99
13780,Drinks,2.49
13780,Extras,0.5
13784,Picked for you,9.99
13784,Single Meal Deals,15.89
13784,Pizzas,9.99
13784,Salads,9.99
13784,Beverages,3.89
13784,Sides,7.89
13784,Desserts,3.29
13784,Group Meal Deals,36.69
13784,Extras,0.0
13785,Picked for you,15.95
13785,Appetizers,15.95
13785,Soups and Salad,12.5
13785,Burritos,16.95
13785,Take Home Sauce,10.0
13785,Tortas and Eggs,11.5
13785,Pollo and Fajitas,17.75
13785,Vegetrain Entrees,15.95
13785,Combinations,13.75
13785,Seafood,1.0
13785,Tacos,15.75
13785,Traditional,18.95
13785,Kids Mains,5.25
13785,Beverages,2.5
13790,Picked for you,17.54
13790,Large Specialty Pizza,23.8
13790,Medium Specialty Pizza,20.81
13790,Create Your Own Pizza,17.54
13790,Wings,12.86
13790,Sides,7.59
13790,Desserts,6.19
13790,Dipping Sauces,0.88
13790,Beverages,3.03
13791,Picked for you,12.29
13791,Create Your Own,0.0
13791,Creations™,8.09
13791,Shakes,0.0
13791,Ready for Pick Up Now Cakes &amp; Novelties,10.29
13791,Candles,4.89
13791,Bottled Beverages,2.79
13793,Deals & Favorites,2.5
13793,Drinks,2.49
13793,Snacks,9.39
13793,Grocery,3.09
13793,Candy,4.19
13793,Household,14.99
13793,Fresh Food,1.99
13793,Ice Cream,2.5
13793,Personal Care,4.99
13796,Picked for you,6.23
13796,Featured,5.03
13796,Combos,10.19
13796,GROUPS,15.0
13796,Sauce Packets,0.0
13796,Specialties,5.03
13796,Tacos,1.91
13796,Burritos,2.27
13796,Quesadillas,6.23
13796,Nachos,6.59
13796,New Cravings Value Menu,1.79
13796,Sweets,1.55
13796,Sides,2.39
13796,Drinks,3.83
13796,Bowls,8.39
13796,Veggie Cravings,5.03
13800,Picked for you,10.61
13800,Carlos' Classics,10.61
13800,Baja Favorites,12.97
13800,Sides and Drinks,4.71
13800,Desserts,0.77
13800,Los Ninos (a.k.a Kids),7.07
13805,Picked for you,10.36
13805,Sandwiches,8.77
13805,Fresh Melts®,13.53
13805,No Bready Bowls™,13.41
13805,Wraps,13.41
13805,Breakfast,6.58
13805,Salads,10.97
13805,Drinks,2.55
13805,Sides,1.94
13809,Picked for you,12.45
13809,Shareable,14.95
13809,Flatbreads,14.45
13809,BJ's Snacks And Small Bites,7.25
13809,Soups And Salads,12.45
13809,Tavern-Cut,18.75
13809,Signature Deep Dish,14.75
13809,Gluten-Free,13.5
13809,Chicken,23.45
13809,Beef And Steak,30.45
13809,Enlightened® (Lighter Fare),18.25
13809,Pork And Ribs,27.95
13809,Seafood,23.45
13809,"Enlightened Sandwiches, Burgers And Tacos",15.25
13809,Enlightened Favorites,17.95
13809,Slow-Roasted Entrees,25.45
13809,Loaded Burgers,15.95
13809,Enlightened Burgers,15.25
13809,Sandwiches &amp; Tacos,14.95
13809,Pasta Favorites,20.45
13809,Sides,3.95
13809,Kids' Menu,6.75
13809,Family Feasts,44.95
13809,Desserts,8.95
13809,BJ's 64 Ounce Fills,10.0
13809,BJ's 32 Ounce Fills,7.0
13809,$10 Wines By The Bottle,10.0
13809,$15 Wines By The Bottle,15.0
13809,$20 Wines By The Bottle,20.0
13809,$25 Wines By The Bottle,25.0
13809,64 Ounce Beverage Bags,5.95
13809,BJ's Sodas,2.75
13809,Fountain Drinks,2.45
13809,Lemonades | Sparkling Waters | Bottled Water,2.75
13809,Coffee &amp; Tea,2.45
13809,Juice,2.45
13814,Picked for you,15.95
13814,Appetizers,5.95
13814,Soup,8.95
13814,Seafood,16.95
13814,Beef,14.95
13814,Pork,15.95
13814,Vegetables,12.95
13814,Chicken,13.95
13814,Moo Shu,13.95
13814,Egg Foo Young,13.95
13814,Pan Fried Noodles,13.95
13814,Chop Suey,12.95
13814,Chow Mein,10.95
13814,Fried Rice,11.95
13814,Family Dinner Combinations,41.9
13814,Dinner Special Combo,15.95
13814,Beverages,2.0
13825,Picked for you,7.99
13825,Bundles,0.0
13825,Top Sellers,7.99
13825,Ben &amp; Jerry's,7.99
13825,Breyers,5.19
13825,Magnum,7.99
13825,Talenti,8.99
13829,Picked for you,15.99
13829,Teriyaki,15.99
13829,Stir Fries,15.99
13829,Wok Saute,16.99
13829,Yakisoba,16.99
13829,Fried Rice,15.99
13829,Deep Fried,16.99
13829,Appetizers,3.49
13829,Extra Sauce,0.8
13829,extra fried rice/noddle,6.0
13830,Picked for you,25.29
13830,Wings,10.34
13830,Appetizers ,5.74
13830,Sandwiches,11.49
13830,Specialty Pizza,10.34
13830,Small Specialty Pizza,19.08
13830,Medium Specialty Pizza,26.44
13830,Large Specialty Pizza,31.04
13830,Create Your Own Pizza,8.04
13830,Dessert Pizza,11.49
13830,Sides,0.01
13830,Refreshing Beverages,4.01
13832,Picked for you,11.65
13832,Family Meal,40.0
13832,Bowl,9.75
13832,Plate,11.65
13832,Bigger Plate,13.5
13832,Cub Meal,8.15
13832,A La Carte,0.0
13832,Appetizers,0.0
13832,Drinks,2.75
13832,Catering,20.0
13832,Requests,0.0
13837,Picked for you,11.49
13837,Donatos® Pizza,17.29
13837,Desserts,2.29
13837,Shakes,6.89
13837,Appetizers,11.49
13837,Salads,8.09
13837,Beverages,3.49
13845,Picked for you,8.75
13845,WOULD YOU LIKE SILVERWARE?,0.0
13845,Joey's Shareables,15.75
13845,Mccoy's Macs &amp; Melts,16.75
13845,Boone's Burgers,17.25
13845,Pennell's Sandwiches,16.75
13845,Carter's Chicken Shack,17.25
13845,Tripp's Tacos Y Mas,18.75
13845,Skylar's Soups,8.25
13845,Skylar's Salads,16.5
13845,Kids Menu*,8.5
13845,Desserts,9.95
13845,Sides,7.95
13845,N/A Beverages,3.29
13856,Picked for you,11.99
13856,Burgers &amp; Wraps,8.99
13856,Soups &amp; Salads,9.99
13856,Classics,9.49
13856,Specialties,10.99
13856,Sides,4.49
13856,Extras,3.0
13856,Beverages,5.99
13862,Picked for you,15.95
13862,Family Pastas,38.0
13862,Beverages,3.75
13862,Appetizers,10.5
13862,Salads,11.5
13862,Pizza,14.95
13862,Calzones,15.25
13862,Sandwiches &amp; Wraps,15.95
13862,Burgers,15.5
13862,Entrees,16.95
13862,Desserts,8.95
13862,Dipping Sauces,0.5
13866,Picked for you,9.99
13866,Bundles,0.0
13866,Pizzas,9.99
13866,Salads,9.99
13866,Beverages,3.89
13866,Sides,7.89
13866,Desserts,3.29
13866,Extras,0.0
13872,Most Popular,4.99
13872,Combo Meals,7.79
13872,Shareables,12.89
13872,Sweets &amp; Treats,3.69
13872,Happy Meal,3.79
13872,Condiments,0.0
13872,"Fries, Sides &amp; More",3.19
13872,McCafé,1.29
13872,McCafé Bakery,1.79
13872,Beverages,1.29
13872,Individual Items,4.99
13890,Picked for you,11.39
13890,Sandwiches,9.39
13890,Fresh Melts®,16.89
13890,No Bready Bowls™,14.19
13890,Wraps,14.19
13890,Breakfast,7.19
13890,Salads,11.89
13890,Drinks,2.69
13890,Sides,2.09
13894,Picked for you,14.99
13894,Family Bundles ,13.99
13894,Appetizers and Salads,10.99
13894,Side Orders,9.99
13894,Soup,5.99
13894,Fried Rice,12.99
13894,Vegetable Stir Fry Plate,13.99
13894,Tempura Meal,14.99
13894,Teriyaki Menu,14.99
13894,Combination,13.99
13894,Mains,23.99
13894,Chinese Wok,13.99
13894,Teriyaki and Chinese Wok Combos,16.99
13894,Noodles,12.99
13894,Deep Fried Rolls,14.99
13894,Regular Rolls,13.99
13894,Shrimp Tempura Rolls,15.99
13894,Nigiri/Sashimi,8.99
13894,Fresh Sashimi (Chef's Choice),35.99
13894,Vegetarian Roll,9.99
13894,Nigiri Sushi (Chef's Choice),22.99
13894,Beverages,3.99
13905,Deals & Favorites,2.69
13905,Drinks,2.69
13905,Snacks,18.39
13905,Grocery,3.09
13905,Candy,2.79
13905,Household,3.49
13905,Fresh Food,8.2
13905,Ice Cream,2.69
13905,Personal Care,6.29
13907,Cookies,18.0
13907,Cream,18.0
13907,Drinks,2.8
13920,Picked for you,11.49
13920,Donatos® Pizza,17.29
13920,Desserts,2.09
13920,Shakes,6.69
13920,Appetizers,11.49
13920,Salads,7.49
13920,Beverages,3.49
13929,Picked for you,7.79
13929,Family Bucket Meals,34.79
13929,World Famous Buckets,33.59
13929,World Famous Chicken,11.99
13929,Big Box Meals,14.39
13929,Tenders &amp; Nuggets,33.59
13929,Kentucky Fried Wings,9.59
13929,Fill Ups,10.79
13929,Bowls,7.79
13929,Signature Sandwiches,5.99
13929,Sides,3.83
13929,A la Carte,3.11
13929,Dessert,7.19
13929,Beverages,3.59
13929,Condiments,0.0
13929,Dipping Sauces,0.0
13930,Picked for you,5.99
13930,Featured,5.63
13930,Combos,9.59
13930,GROUPS,15.0
13930,Sauce Packets,0.0
13930,Specialties,5.63
13930,Tacos,2.03
13930,Burritos,2.39
13930,Quesadillas,6.47
13930,Nachos,6.95
13930,New Cravings Value Menu,1.55
13930,Sweets,1.67
13930,Sides,2.63
13930,Drinks,3.95
13930,Bowls,8.39
13930,Veggie Cravings,5.63
13945,Picked for you,17.07
13945,Family Pizza Night Bundles,59.95
13945,Large Specialty Pizza,23.8
13945,Medium Specialty Pizza,20.81
13945,Create Your Own Pizza,17.07
13945,Sides,7.59
13945,Desserts,6.19
13945,Dipping Sauces,0.88
13945,Beverages,3.03
13951,Picked for you,7.99
13951,Plate,17.99
13951,Pita Wraps,11.49
13951,Vegetarian Pita Wraps,10.49
13951,Salads,13.49
13951,Soup,4.49
13951,Side Orders,7.99
13951,Drinks,3.69
13951,Desserts,3.99
13956,Picked for you,4.75
13956,Ivar's Family Dinner,33.5
13956,Fish and Chips,11.0
13956,Seafood Entrees,11.6
13956,Grilled Entrees,15.0
13956,Sandwiches,10.29
13956,Salads,8.5
13956,Kids,7.4
13956,Chowders,4.75
13956,Sides and Desserts,4.6
13956,Beverages,2.25
13958,Most Popular,5.19
13958,Combo Meals,7.99
13958,Shareables,23.89
13958,Sweets &amp; Treats,3.49
13958,Happy Meal,4.09
13958,Condiments,0.0
13958,"Fries, Sides &amp; More",3.99
13958,McCafé,1.69
13958,McCafé Bakery,1.79
13958,Beverages,1.69
13958,Individual Items,5.19
13959,Picked for you,9.5
13959,Raliberto's Specials,7.25
13959,Quesadillas,5.0
13959,Nachos,2.25
13959,Taco Salad,9.0
13959,Tostadas,3.75
13959,Combination Plates,12.0
13959,Tortas,9.75
13959,Enchiladas,7.65
13959,Chimichanga,9.35
13959,Burritos,9.5
13959,Soft Tacos,3.25
13959,Crispy Tacos,2.5
13959,Breakfast,7.0
13959,Side of Orders,4.5
13959,Extras,2.25
13959,Beverages,2.5
13960,Picked for you,3.79
13960,Late Night,0.0
13960,Featured Selection,7.49
13960,Quick Picks,16.79
13960,Pizza,14.99
13960,Papadias,8.99
13960,Sides,7.49
13960,Desserts,6.99
13960,Drinks,2.69
13960,Extras,1.0
13961,Picked for you,2.14
13961,Classic Subs,0.0
13961,Hot Subs,0.0
13961,Wraps and Salads,11.9
13961,Sides and Extras,2.14
13961,Breakfast Subs,0.0
13961,Fresh Baked Dessert,3.36
13961,Kids Meal,8.53
13961,Beverages,2.75
13961,Pantry Essentials,1.22
13978,Picked for you,13.99
13978,Teriyaki,18.99
13978,Yakisoba,15.99
13978,Wok,16.99
13978,Fried Rice,17.99
13978,Combination,19.99
13978,Bento Box,20.99
13978,Soups,11.99
13978,Appetizers and Sides,13.99
13978,Bowls,11.99
13978,Kid's Meal,10.99
13978,Maki Sushi Rolls,16.99
13978,Nigiri Sushi (2 pc.),10.99
